,Range,Names,Country,Performances,Null,Nb,City,Date,Year,Sex
2239,22 ,Vladimir Pyerevalov,URS ,16.67,,5,Vilnius,Jul 20,1978,M
2240,24 ,Michal Joachimowski,POL ,16.64,,1,Warsaw,Jul 09,1978,M
2241,24 ,Eugeniusz Biskupski,POL ,16.64,,1,Bydgoszcz,Sep 10,1978,M
2242,1 ,Ian Campbell,AUS ,16.97,i,1,Detroit,Mar 10,1978,M
2243,1 ,Joao Carlos De Oliveira,BRA ,17.27,,1,San Juan,Jul 9,1979,M
2244,2 ,Willie Banks,USA ,17.23,A,1,Mexico City,Sep 11,1979,M
2245,3 ,Gennadiy Valyukievich,URS ,17.21,,1,Moscow,Jul 22,1979,M
2246,4 ,Jaak Uudmae,URS ,17.20,A,2,Mexico City,Sep 11,1979,M
2247,5 ,Tommy Haynes,USA ,17.12,,1,Al Jazair,Jul 6,1979,M
2248,6 ,Nate Cooper,USA ,17.10,,1,Champaign,Jun 2,1979,M
2249,7 ,Ron Livers,USA ,17.06,,1,Tokyo,Sep 23,1979,M
2250,8 ,Zou Zhen Xhien,CHN ,17.02,,1,Tokyo,Jun 2,1979,M
2251,9 ,Viktor Saneyev,URS ,17.00,,1,Tbilisi,May 30,1979,M
2252,10 ,Aleksandr Yakovlyev,URS ,16.95,,1,Kharkov,May 17,1979,M
2253,10 ,Ian Campbell,AUS ,16.95,,1,Adelaide,Dec 22,1979,M
2254,12 ,Bernard Lamitie,FRA ,16.94,,1,Turin,Aug 05,1979,M
2255,13 ,Roberto Mazzucato,ITA ,16.92,,2,Turin,Aug 05,1979,M
2256,14 ,Anatoliy Piskulin,URS ,16.91,,3,Turin,Aug 05,1979,M
2257,15 ,Bela Bakosi,HUN ,16.90,,1,Nyíregyháza,Sep 30,1979,M
2258,16 ,Dennis Ivory,USA ,16.84,,2,Champaign,Jun 02,1979,M
2259,17 ,Aleksandr Beskrovniy,URS ,16.83,,Q,Bydgoszcz,Aug 18,1979,M
2260,17 ,Ken Lorraway,AUS ,16.83,,1,Canberra,Nov 17,1979,M
2261,19 ,Christian Valétudie,FRA ,16.80,,1,Rovereto,Sep 16,1979,M
2262,20 ,Lothar Gora,GDR ,16.76,,4,Turin,Aug 05,1979,M
2263,21 ,James Butts,USA ,16.75,,-,Walnut,Jun 17,1979,M
2264,22 ,Carmelo Martinez,CUB ,16.73,,1,La Habana,May 19,1979,M
2265,23 ,Paul Jordan,USA ,16.69,,1,Bloomington IN,Apr 21,1979,M
2266,24 ,Armando Herrera,CUB ,16.68,,-,La Habana,Feb 18,1979,M
2267,24 ,Ramón Cid,ESP ,16.68,,1,Madrid,May 19,1979,M
2268,1 ,Gennadiy Valyukievich,URS ,17.29,i,1,Minsk,Feb 12,1979,M
2269,2 ,Anatoliy Piskulin,URS ,17.00,i,3,Minsk,Feb 12,1979,M
2270,1 ,Jaak Uudmae,URS ,17.35,,1,Moscow,Jul 25,1980,M
2271,2 ,Viktor Saneyev,URS ,17.24,,2,Moscow,Jul 25,1980,M
2272,3 ,Joao Carlos De Oliveira,BRA ,17.22,,3,Moscow,Jul 25,1980,M
2273,4 ,Keith Connor,GBR ,17.16,,1,Melbourne,Jan 17,1980,M
2274,5 ,Willie Banks,USA ,17.13,,1,Westwood,May 11,1980,M
2275,6 ,Ron Livers,USA ,17.11,,1,Hiroshima,Apr 29,1980,M
2276,7 ,Ian Campbell,AUS ,17.09,,2,Melbourne,Jan 17,1980,M
2277,7 ,Mike Marlow,USA ,17.09,,2,San Jose,Apr 12,1980,M
2278,9 ,Yevgeniy Anikin,URS ,17.07,,1,Moscow,Jul 5,1980,M
2279,10 ,Vassiliy Grishchenkov,URS ,17.02,,1,Donetsk,Sep 8,1980,M
2280,11 ,Ken Lorraway,AUS ,16.98,,1,Canberra,Dec 20,1980,M
2281,12 ,Aleksandr Beskrovniy,RUS ,16.96,,2,Donetsk,Sep 08,1980,M
2282,13 ,Alejandro Herrera,CUB ,16.90,,1,La Habana,May 24,1980,M
2283,13 ,Zou Zhen Xhien,CHN ,16.90,,1,Philadelphia,Jul 17,1980,M
2284,15 ,Bela Bakosi,HUN ,16.88,,1,Cwmbran,May 18,1980,M
2285,16 ,Atanas Chochev,BUL ,16.86,,1,Sofia,May 03,1980,M
2286,17 ,Armando Herrera,CUB ,16.85,,1,La Habana,May 16,1980,M
2287,18 ,Olli Pousi,FIN ,16.82,,1,Tampere,Jun 07,1980,M
2288,19 ,Aleksandr Lisichonok,URS ,16.81,,1,Kiev,Sep 21,1980,M
2289,20 ,Paul Jordan,USA ,16.80,,1,London,Aug 25,1980,M
2290,21 ,Juan Velasquez,CUB ,16.79,A,2,Mexico City,Apr 27,1980,M
2291,21 ,Steve Hanna,BAH ,16.79,,1,Austin,Jun 07,1980,M
2292,23 ,Bedros Bedrosian,ROU ,16.76,,1,Bucharest,May 17,1980,M
2293,23 ,Sanya Owolabi,USA ,16.76,,2,Austin TX,Jun 07,1980,M
2294,25 ,Greg Caldwell,USA ,16.75,,2,Philadelphia PA,Jul 17,1980,M
2295,1 ,Vincent Parrette,USA ,17.03,i,1,Lincoln,Feb 29,1980,M
2296,1 ,Willie Banks,USA ,17.56,,1,Sacramento,Jun 21,1981,M
2297,2 ,Joao Carlos De Oliveira,BRA ,17.37,,1,Rome,Sep 5,1981,M
2298,3 ,Zou Zhen Xhien,CHN ,17.34,,2,Rome,Sep 5,1981,M
2299,4 ,Aleksandr Beskrovniy,URS ,17.21,,1,Moscow,Jul 6,1981,M
2300,5 ,Gennadiy Valyukievich,URS ,17.18,,1,Leningrad,Jul 10,1981,M
2301,6 ,Mike Marlow,USA ,17.17,,2,Sacramento,Jun 21,1981,M
2302,7 ,Vasiliy Isayev,URS ,17.16,,1,Tallinn,Jun 15,1981,M
2303,8 ,Bela Bakosi,HUN ,17.13,,1,Berlin,Aug 21,1981,M
2304,9 ,Ken Lorraway,AUS ,17.12,,2,Auckland,Jan 25,1981,M
2305,10 ,Steve Hanna,BAH ,17.04,,1,Baton Rouge,Jun 6,1981,M
2306,10 ,Robert Cannon,USA ,17.04,,3,Sacramento,Jun 21,1981,M
2307,10 ,Jaak Uudmae,URS ,17.04,,1,Leningrad,Jul 26,1981,M
2308,10 ,Dimitrios Mihas,GRE ,17.04,,1,Sarajevo,Sep 20,1981,M
2309,14 ,Greg Caldwell,USA ,17.03,,3,Auckland,Jan 25,1981,M
2310,14 ,Aleksandr Lisichonok,URS ,17.03,,1,Kiev,Oct 01,1981,M
2311,16 ,Keith Connor,GBR ,17.02,,4,Sacramento,Jun 21,1981,M
2312,17 ,Milos Srejovic,YUG ,17.01,,2,Sarajevo,Sep 20,1981,M
2313,18 ,Vladimir Chernikov,URS ,16.98,,2,Tallinn,Jun 15,1981,M
2314,19 ,Mikhail Segal,URS ,16.95,,1,Donetsk,Jul 31,1981,M
2315,20 ,Vassiliy Grishchenkov,URS ,16.93,,2,Bratislava,Jun 06,1981,M
2316,21 ,Klaus Kübler,FRG ,16.91,,1,Fürth,May 30,1981,M
2317,21 ,Nikolay Musiyenko,URS ,16.91,,2,Sochi,May 30,1981,M
2318,23 ,Aston Moore,GBR ,16.86,,2,Zagreb,Aug 16,1981,M
2319,24 ,Aleksey Roganin,URS ,16.85,,2,Leningrad,Jun 05,1981,M
2320,25 ,Paul Jordan,USA ,16.82,,6,Sacramento CA,Jun 21,1981,M
2321,1 ,Keith Connor,GBR ,17.31,i,1,Detroit,Mar 13,1981,M
2322,2 ,Shamil Abbyasov,URS ,17.30,i,1,Grenoble,Feb 21,1981,M
2323,1 ,Keith Connor,GBR ,17.57,A,1,Provo,Jun 5,1982,M
2324,2 ,Ken Lorraway,AUS ,17.46,,1,London,Aug 7,1982,M
2325,3 ,Gennadiy Valyukievich,URS ,17.42,,1,Kiev,Aug 22,1982,M
2326,4 ,Aleksandr Beskrovniy,URS ,17.37,,2,Kiev,Aug 22,1982,M
2327,5 ,Willie Banks,USA ,17.36,,1,Westwood,May 16,1982,M
2328,6 ,Vassiliy Grishchenkov,URS ,17.26,,3,Kiev,Aug 22,1982,M
2329,7 ,Bela Bakosi,HUN ,17.20,,1,Budapest,Aug 21,1982,M
2330,8 ,Robert Cannon,USA ,17.18,,1,Indianapolis,Jul 25,1982,M
2331,9 ,Jaak Uudmae,URS ,17.17,,1,Tbilisi,Sep 30,1982,M
2332,10 ,Vyacheslav Bordukov,URS ,17.16,,1,Kishinjev,Sep 25,1982,M
2333,11 ,Shamil Abbyasov,URS ,17.13,,1,Sochi,May 29,1982,M
2334,12 ,Aleksey Roganin,URS ,17.10,,1,Sochi,May 22,1982,M
2335,12 ,Vladimir Brigadniy,URS ,17.10,,4,Kiev,Aug 22,1982,M
2336,14 ,Bedros Bedrosian,ROU ,17.07,,1,Bucharest,Jul 31,1982,M
2337,15 ,Vasiliy Isayev,URS ,17.04,,1,Tashkent,Sep 18,1982,M
2338,16 ,Vadim Kobylyanskiy,URS ,17.03,,1,Kiev,Jun 26,1982,M
2339,17 ,Igor Usov,URS ,17.02,,1,Almaty,Aug 26,1982,M
2340,17 ,Boris Khokhlov,URS ,17.02,,2,Tashkent,Sep 18,1982,M
2341,17 ,Aleksandr Lisichonok,URS ,17.02,,1,Alushta,Oct 14,1982,M
2342,20 ,Mike Conley,USA ,17.01,,2,Indianapolis,Jul 25,1982,M
2343,20 ,Viktor Gerasimyenya,URS ,17.01,,1,Kistovodsk,Sep 08,1982,M
2344,22 ,Zou Zhen Xhien,CHN ,16.93,,1,Berlin,Aug 20,1982,M
2345,22 ,Stanislav Timofeyev,URS ,16.93,,1,Krasnodar,Sep 12,1982,M
2346,22 ,Aleksandr Yakovlyev,URS ,16.93,,1,Kiev,Sep 17,1982,M
2347,25 ,Joseph Taiwo,NGR ,16.91,,1,Eugene OR,May 22,1982,M
2348,25 ,John Herbert,GBR ,16.91,,2,London (CP),Jul 24,1982,M
2349,25 ,Sergey Klimin,URS ,16.91,,1,Togliattigrad,Aug 30,1982,M
2350,1 ,Willie Banks,USA ,17.41,i,1,San Diego,Feb 19,1982,M
2351,2 ,Nikolay Musiyenko,URS ,17.16,i,1,Moscow,Feb 20,1982,M
2352,1 ,Vassiliy Grishchenkov,URS ,17.55,,1,Moscow,Jun 19,1983,M
2353,2 ,Aleksandr Beskrovniy,URS ,17.53,,2,Moscow,Jun 19,1983,M
2354,3 ,Zdzislav Hoffman,POL ,17.42,,1,Helsinki,Aug 8,1983,M
2355,4 ,Lazaro Betancourt,CUB ,17.40,,1,Formia,Jul 30,1983,M
2356,5 ,Ken Lorraway,AUS ,17.35,,1,Adelaide,Jun 25,1983,M
2357,6 ,Peter Bouschen,FRG ,17.33,,1,Bremen,Jun 25,1983,M
2358,7 ,Vyacheslav Bordukov,URS ,17.30,,1,Kiev,Aug 27,1983,M
2359,8 ,Shamil Abbyasov,URS ,17.27,,1,Tashkent,May 13,1983,M
2360,8 ,Grigoriy Yemets,URS ,17.27,,3,Moscow,Jun 19,1983,M
2361,8 ,Oleg Protsenko,URS ,17.27,,1,Kishinjev,Aug 17,1983,M
2362,11 ,Keith Connor,GBR ,17.26,,1,Houston,Jun 04,1983,M
2363,11 ,Willie Banks,USA ,17.26,,1,Indianapolis,Jun 19,1983,M
2364,11 ,Ajayi Agebebaku,NGR ,17.26,,1,Edmonton,Jul 08,1983,M
2365,14 ,Gennadiy Valyukievich,URS ,17.23,,4,Moscow,Jun 19,1983,M
2366,15 ,Aleksandr Pokusayev,URS ,17.21,,1,Krasnodar,May 26,1983,M
2367,15 ,Vlastimil Marinec,TCH ,17.21,,1,Bratislava,Jun 04,1983,M
2368,15 ,Mike Conley,USA ,17.21,,2,Indianapolis,Jun 19,1983,M
2369,18 ,Vladimir Brigadniy,URS ,17.20,,1,Ashkhabad,May 02,1983,M
2370,19 ,Bela Bakosi,HUN ,17.13,,1,Budapest,Jul 29,1983,M
2371,20 ,Al Joyner,USA ,17.12,,3,Indianapolis,Jun 19,1983,M
2372,21 ,Mike Marlow,USA ,17.11,,1,San José,Apr 16,1983,M
2373,22 ,Vladimir Chernikov,URS ,17.10,,5,Moscow,Jun 19,1983,M
2374,23 ,Dan Simion,ROU ,17.09,,1,Sofia,May 21,1983,M
2375,24 ,Viktor Panych,URS ,17.07,,1,Kishinyov,Aug 28,1983,M
2376,25 ,Jan Cado,TCH ,17.06,,6,Helsinki,Aug 08,1983,M
2377,1 ,Oleg Protsenko,URS ,17.52,,1,Kiev,Jun 21,1984,M
2378,2 ,Aleksandr Yakovlyev,URS ,17.50,,1,Sochi,Jun 10,1984,M
2379,2 ,Mike Conley,USA ,17.50,,1,Los Angeles,Jun 17,1984,M
2380,4 ,Gennadiy Valyukievich,URS ,17.47,,1,Moscow,Jul 19,1984,M
2381,5 ,Lazaro Betancourt,CUB ,17.45,,1,Köln,Aug 26,1984,M
2382,6 ,Khristo Markov,BUL ,17.42,,1,Sofia,May 19,1984,M
2383,7 ,Willie Banks,USA ,17.39,,1,Koblenz,Aug 29,1984,M
2384,8 ,Vyacheslav Bordukov,URS ,17.37,,2,Sofia,May 19,1984,M
2385,9 ,Jan Cado,TCH ,17.34,,1,Bratislava,May 26,1984,M
2386,9 ,Zdzislav Hoffman,POL ,17.34,,1,Saint Denis,Jun 2,1984,M
2387,11 ,Grigoriy Yemets,URS ,17.30,,2,Donetsk,Sep 09,1984,M
2388,12 ,Bedros Bedrosian,ROU ,17.27,,1,Bucharest,Jun 09,1984,M
2389,13 ,Nikolay Musiyenko,URS ,17.24,,1,Sochi,May 27,1984,M
2390,14 ,Jaroslav Priscák,TCH ,17.23,,1,Prague,May 13,1984,M
2391,15 ,Vasiliy Isayev,URS ,17.22,,4,Sochi,Jun 10,1984,M
2392,16 ,Peter Bouschen,FRG ,17.20,,2,London,Jul 13,1984,M
2393,17 ,Paul Jordan,USA ,17.19,,1Q,Los Angeles,Jun 16,1984,M
2394,17 ,Al Joyner,USA ,17.19,,2,Los Angeles,Jun 17,1984,M
2395,17 ,Joseph Taiwo,NGR ,17.19,,1,Rabat,Jul 13,1984,M
2396,17 ,Vladimir Chernikov,URS ,17.19,,3,Donetsk,Sep 09,1984,M
2397,21 ,Maris Bruzhiks,URS ,17.15,,1,Riga,Jun 17,1984,M
2398,22 ,Volker Mai,GDR ,17.12,,2,Potsdam,Jul 21,1984,M
2399,23 ,Viktor Gerasimyenya,URS ,17.10,,1,Riga,Jul 05,1984,M
2400,24 ,Stoitsa Iliev,BUL ,17.09,,2,Sofia,Jun 02,1984,M
2401,25 ,Robert Cannon,USA ,17.04,,1,München,Jul 20,1984,M
2402,1 ,Grigoriy Yemets,URS ,17.33,i,1,Göteborg,Mar 03,1984,M
2403,1 ,Willie Banks,USA ,17.97,,1,Indianapolis,Jun 16,1985,M
2404,2 ,Charlie Simpkins,USA ,17.86,,1,Kobe,Sep 2,1985,M
2405,3 ,Khristo Markov,BUL ,17.77,,1,Budapest,Aug 11,1985,M
2406,4 ,Mike Conley,USA ,17.71,,2,Indianapolis,Jun 16,1985,M
2407,5 ,Oleg Protsenko,URS ,17.69,,1,Leningrad,Aug 4,1985,M
2408,6 ,Vladimir Plekhanov,URS ,17.60,,2,Leningrad,Aug 4,1985,M
2409,7 ,Lazaro Betancourt,CUB ,17.57,,1,Havanna,Mar 23,1985,M
2410,8 ,Zdzislav Hoffman,POL ,17.53,,1,Madrid,Jun 4,1985,M
2411,9 ,Volker Mai,GDR ,17.50,,1,Erfurt,Jun 23,1985,M
2412,10 ,Gennadiy Valyukievich,URS ,17.48,,1,Bydgoszcz,Aug 20,1985,M
2413,11 ,Al Joyner,USA ,17.46,,4,Indianapolis,Jun 16,1985,M
2414,12 ,Dirk Gamlin,GDR ,17.44,,1,Dresden,Jul 07,1985,M
2415,13 ,Vassiliy Grishchenkov,URS ,17.43,,3,Leningrad,Aug 04,1985,M
2416,13 ,Aleksandr Yakovlyev,URS ,17.43,,2,Kobe,Sep 02,1985,M
2417,15 ,John Herbert,GBR ,17.41,,3,Kobe,Sep 02,1985,M
2418,16 ,Maris Bruzhiks,URS ,17.38,,1,Almaty,Sep 14,1985,M
2419,17 ,Vladimir Chernikov,URS ,17.35,,4,Leningrad,Aug 04,1985,M
2420,17 ,Vyacheslav Bordukov,URS ,17.35,,5,Leningrad,Aug 04,1985,M
2421,19 ,Jörg Elbe,GDR ,17.30,,1,Dresden,Aug 02,1985,M
2422,20 ,Ralf Jaros,FRG ,17.29,,1,Rhede,Jul 05,1985,M
2423,21 ,Nikolay Musiyenko,URS ,17.26,,1,Donyetsk,Aug 28,1985,M
2424,22 ,Bela Bakosi,HUN ,17.23,,1,Budapest,Jul 29,1985,M
2425,23 ,Mamed Akhundov,URS ,17.18,,1,Sumgait,Aug 22,1985,M
2426,24 ,Igor Lapshin,URS ,17.17,,2,Sumgait,Aug 22,1985,M
2427,25 ,Grigoriy Yemets,URS ,17.12,,1,Yalta,Sep 28,1985,M
2428,1 ,Khristo Markov,BUL ,17.80,,1,Budapest,Aug 11,1986,M
2429,2 ,Nikolay Musiyenko,URS ,17.78,,1,Leningrad,Jun 7,1986,M
2430,2 ,Lazaro Betancourt,CUB ,17.78,,1,Havanna,Jun 15,1986,M
2431,4 ,Mike Conley,USA ,17.69,,1,Moscow,Jul 9,1986,M
2432,5 ,Oleg Protsenko,URS ,17.59,,1,Kiev,Jul 17,1986,M
2433,6 ,Willie Banks,USA ,17.58,A,1,El Paso,Apr 20,1986,M
2434,7 ,Gennadiy Valyukievich,URS ,17.53,,1,Erfurt,Jun 1,1986,M
2435,8 ,Charlie Simpkins,USA ,17.42,,1,Eugene,Jun 21,1986,M
2436,9 ,Maris Bruzhiks,URS ,17.33,,2,Stuttgart,Aug 30,1986,M
2437,10 ,Aleksandr Yakovlyev,URS ,17.26,,1,Bratislava,Jun 14,1986,M
2438,11 ,Aleksandr Kovalenko,URS ,17.25,,1,Moscow,May 11,1986,M
2439,12 ,Yevgeniy Anikin,URS ,17.22,,1,Sochi,Apr 26,1986,M
2440,12 ,Aleksandr Leonov,URS ,17.22,,3,Leningrad,Jun 07,1986,M
2441,12 ,Vyacheslav Bordukov,URS ,17.22,,1,Donetsk,Sep 07,1986,M
2442,15 ,Igor Lapshin,URS ,17.20,,4,Leningrad,Jun 07,1986,M
2443,16 ,Jorge Reyna,CUB ,17.18,,2,Santiago de Cuba,Feb 23,1986,M
2444,16 ,Joseph Taiwo,NGR ,17.18,,2,Köln,Aug 17,1986,M
2445,18 ,Dirk Gamlin,GDR ,17.17,,1,Dresden,Aug 16,1986,M
2446,19 ,Vladimir Inozemtsev,URS ,17.16,,4,Bratislava,Jun 14,1986,M
2447,20 ,Norifumi Yamashita,JPN ,17.15,,1,Tokyo,Jun 01,1986,M
2448,21 ,Aleksandr Pokusayev,URS ,17.13,,1,Taganrog,Jul 06,1986,M
2449,21 ,Serge Helan,FRA ,17.13,,3,Köln,Aug 17,1986,M
2450,23 ,Oleg Sakirkin,URS ,17.12,,1,Alma-Ata,May 11,1986,M
2451,23 ,Ajayi Agebebaku,NGR ,17.12,,4,Zürich,Aug 13,1986,M
2452,23 ,Dario Badinelli,ITA ,17.12,,2,Cagliari,Sep 14,1986,M
2453,23 ,Nikolay Mamchur,URS ,17.12,,,,,1986,M
2454,1 ,Maris Bruzhiks,URS ,17.54,i,1,Madrid,Feb 23,1986,M
2455,2 ,Charles Simpkins,USA ,17.50,i,1,Los Angeles,Jan 17,1986,M
2456,3 ,Vladimir Inozemtsev,URS ,17.43,i,1,Kiev,Jan 26,1986,M
2457,1 ,Khristo Markov,BUL ,17.92,,1,Rome,Aug 31,1987,M
2458,2 ,Mike Conley,USA ,17.87,,1,San Jose,Jun 27,1987,M
2459,3 ,Aleksandr Kovalenko,URS ,17.77,,1,Bryansk,Jul 18,1987,M
2460,4 ,Oleg Protsenko,URS ,17.67,,1,Moscow,Jun 6,1987,M
2461,5 ,Aleksandr Yakovlyev,URS ,17.65,,1,Prague,Jun 28,1987,M
2462,6 ,Al Joyner,USA ,17.53,,Q,San Jose,Jun 26,1987,M
2463,7 ,Willie Banks,USA ,17.49,,2,San Jose,Jun 27,1987,M
2464,8 ,Jorge Reyna,CUB ,17.48,,1,Santiago de Cuba,Feb 27,1987,M
2465,9 ,Aleksandr Leonov,URS ,17.45,,1,Sochi,May 24,1987,M
2466,10 ,Oleg Sakirkin,URS ,17.43,,3,Rome,Aug 31,1987,M
2467,11 ,Ray Kimble,USA ,17.36,,1,Modesto,May 09,1987,M
2468,12 ,Jacek Pastusinski,POL ,17.35,,5,Rome,Aug 31,1987,M
2469,13 ,Charlie Simpkins,USA ,17.32,,Q,San Jose,Jun 26,1987,M
2470,14 ,Ivan Slanar,TCH ,17.25,,1,Bratislava,Jun 13,1987,M
2471,15 ,Frank Rutherford,BAH ,17.24,,Q,Baton Rouge,Jun 04,1987,M
2472,15 ,Volker Mai,GDR ,17.24,,1,Neubrandenburg,Jun 11,1987,M
2473,17 ,Nikolay Musiyenko,URS ,17.23,,3,Bryansk,Jul 18,1987,M
2474,17 ,Vyacheslav Bordukov,URS ,17.23,,1,Chelyabinsk,Aug 02,1987,M
2475,19 ,Vasif Asadov,URS ,17.22,,2,Sochi,May 24,1987,M
2476,19 ,Vladimir Chernikov,URS ,17.22,,1,Novosibirsk,Aug 16,1987,M
2477,21 ,Peter Bouschen,FRG ,17.20,,1,Düsseldorf,Jun 07,1987,M
2478,22 ,Robert Cannon,USA ,17.19,,6,San José,Jun 27,1987,M
2479,23 ,Zdzislav Hoffman,POL ,17.18,,1,Bydgoszcz,Aug 01,1987,M
2480,24 ,Vladimir Inozemtsev,URS ,17.16,,1,Kyiv,Sep 03,1987,M
2481,25 ,Boris Khokhlov,URS ,17.15,,3,Chelyabinsk,Aug 02,1987,M
2482,1 ,Oleg Protsenko,URS ,17.67,i,1,Osaka,Jan 15,1987,M
2483,1 ,Khristo Markov,BUL ,17.77,,1,Sofia,Sep 3,1988,M
2484,2 ,Igor Lapshin,URS ,17.69,,1,Staiki,Jul 31,1988,M
2485,3 ,Oleg Protsenko,URS ,17.68,,1,Helsinki,Jun 30,1988,M
2486,4 ,Mike Conley,USA ,17.59,,1,Berlin,Aug 26,1988,M
2487,5 ,Maris Bruzhiks,URS ,17.56,,1,Riga,Sep 3,1988,M
2488,6 ,Milan Mikulas,TCH ,17.53,,1,Prague,Jul 17,1988,M
2489,7 ,Oleg Sakirkin,URS ,17.50,,1,Barcelona,Jul 13,1988,M
2490,8 ,Aleksandr Kovalenko,URS ,17.47,,1,Tallinn,Jul 7,1988,M
2491,9 ,Gennadiy Valyukievich,URS ,17.44,,1,Jena,Jun 4,1988,M
2492,10 ,Peter Bouschen,FRG ,17.43,,1,Düsseldorf,Jun 2,1988,M
2493,11 ,Lazaro Betancourt,CUB ,17.38,,1,La Habana,Aug 06,1988,M
2494,12 ,Vladimir Chernikov,URS ,17.36,,1,Odessa,Aug 21,1988,M
2495,13 ,Jorge Reyna,CUB ,17.34,,2,La Habana,Aug 06,1988,M
2496,14 ,Wolfgang Zinser,FRG ,17.33,,1,Düsseldorf,Sep 23,1988,M
2497,15 ,Igor Parygin,URS ,17.31,,1,Tallinn,Jul 09,1988,M
2498,16 ,Charlie Simpkins,USA ,17.29,,5,Seoul,Sep 24,1988,M
2499,17 ,Juan Miguel López,CUB ,17.28,,3,La Habana,Aug 06,1988,M
2500,18 ,Nikolay Musiyenko,URS ,17.25,,1,Dnepropetrovsk,Jul 17,1988,M
2501,19 ,Andrey Kayukov,URS ,17.23,,1,Sukhumi,May 15,1988,M
2502,19 ,Volker Mai,GDR ,17.23,,1,Neubrandenburg,Jul 09,1988,M
2503,19 ,Aleksandr Maletskiy,URS ,17.23,,1,Chernigov,Jul 24,1988,M
2504,22 ,Igor Dovoyno,URS ,17.22,,2,São Paulo,May 22,1988,M
2505,22 ,Joseph Taiwo,NGR ,17.22,,1,Bauchi,Jun 30,1988,M
2506,24 ,Willie Banks,USA ,17.19,,2,Zürich,Aug 17,1988,M
2507,24 ,Ivan Slanar,CZE ,17.19,,1,Prague,Sep 06,1988,M
2508,1 ,Vasif Asadov,URS ,17.37,i,2,Volgograd,Feb 12,1988,M
2509,2 ,Bela Bakosi,HUN ,17.25,i,2,Budapest,Mar 06,1988,M
2510,1 ,Vladimir Inozemtsev,URS ,17.62,,1,Gorkiy,Jul 23,1989,M
2511,2 ,Oleg Sakirkin,URS ,17.58,,2,Gorkiy,Jul 23,1989,M
2512,3 ,Mike Conley,USA ,17.57,,1,Tokyo,Sep 16,1989,M
2513,4 ,Charlie Simpkins,USA ,17.53,,1,Columbus,May 13,1989,M
2514,5 ,Kenny Harrison,USA ,17.47,,1,Sao Paulo,May 21,1989,M
2515,6 ,Jorge Reyna,CUB ,17.44,A,1,Bogota,Aug 13,1989,M
2516,7 ,Igor Lapshin,URS ,17.40,,1,Duisburg,Aug 29,1989,M
2517,8 ,Vasiliy Sokov,URS ,17.37,,1,Irkutsk,Aug 6,1989,M
2518,9 ,Nikolay Musiyenko,URS ,17.34,,1,Volgograd,Jun 10,1989,M
2519,10 ,Edrick Floreal,CAN ,17.29,A,1,Provo,Jun 3,1989,M
2520,11 ,Jonathan Edwards,GBR ,17.28,,3,Barcelona,Sep 09,1989,M
2521,12 ,Juan Miguel López,CUB ,17.23,,2,Bogotá,Aug 13,1989,M
2522,13 ,Khristo Markov,BUL ,17.22,,1,Sofia,Jul 09,1989,M
2523,14 ,Vladimir Zubrilin,URS ,17.21,,3,Gorkiy,Jul 23,1989,M
2524,15 ,Maris Bruzhiks,URS ,17.19,,1,Riga,Jun 17,1989,M
2525,15 ,Vladimir Chernikov,URS ,17.19,,2,Sofia,Jul 09,1989,M
2526,15 ,Frank Rutherford,BAH ,17.19,,1,Nassau,Jul,1989,M
2527,18 ,Vyacheslav Bordukov,URS ,17.18,,1,Tarnopol,Aug 06,1989,M
2528,18 ,Andrew Murphy,AUS ,17.18,,1,Adelaide,Nov 26,1989,M
2529,20 ,Jan Cado,USA ,17.11,,1,Champaign,Jul 16,1989,M
2530,21 ,Chen Yanping,CHN ,17.09,,1,Hefei,May 28,1989,M
2531,22 ,Toussaint Rabenala,MAD ,17.05,,1,Sotteville,Jun 10,1989,M
2532,23 ,Abcélvio Rodrigues,BRA ,17.04,A,3,Bogotá,Aug 13,1989,M
2533,23 ,Oleg Protsenko,URS ,17.04,,3,West Berlin,Aug 18,1989,M
2534,25 ,Jörg Friess,GDR ,16.98,,1,Est Berlin,Aug 30,1989,M
2535,1 ,Michael Conley,USA ,17.65,i,1,Budapest,Mar 05,1989,M
2536,1 ,Kenny Harrison,USA ,17.93,,1,Stockholm,Jul 2,1990,M
2537,2 ,Vladimir Inozemtsev,URS ,17.90,,1,Bratislava,Jun 20,1990,M
2538,3 ,Oleg Protsenko,URS ,17.75,,1,Moscow,Jun 10,1990,M
2539,4 ,Leonid Voloshin,URS ,17.74,,1,Split,Aug 31,1990,M
2540,5 ,Mike Conley,USA ,17.56,,1,Zürich,Aug 15,1990,M
2541,6 ,Vasiliy Sokov,URS ,17.47,,2,Moscow,Jun 10,1990,M
2542,7 ,Khristo Markov,BUL ,17.43,,2,Split,Aug 31,1990,M
2543,8 ,Igor Lapshin,URS ,17.35,,3,Split,Aug 31,1990,M
2544,9 ,Vasif Asadov,URS ,17.33,,1,Bryansk,Jun 18,1990,M
2545,10 ,Zou Sixin,CHN ,17.31,,2,Peking,Oct 3,1990,M
2546,11 ,Oleg Grokhovskiy,URS ,17.30,,2,Bryansk,Aug 12,1990,M
2547,12 ,Edrick Floreal,CAN ,17.23,,1,Durham,Jun 02,1990,M
2548,13 ,Frank Rutherford,BAH ,17.22,,1,Fort-de-France,Apr 28,1990,M
